fips,age_group,popsize
45051,p,15374
45051,s,38522
45053,a,11103
45053,g,2725
45053,o,4333
45053,p,1875
45053,s,4198
45055,a,24261
45055,g,8591
45055,o,13099
45055,p,4175
45055,s,11017
45057,a,31403
45057,g,11291
45057,o,14945
45057,p,5178
45057,s,12577
45059,a,27644
45059,g,9878
45059,o,13664
45059,p,4372
45059,s,11339
45061,a,8338
45061,g,2591
45061,o,4025
45061,p,1161
45061,s,3237
45063,a,113455
45063,g,31166
45063,o,50587
45063,p,17242
45063,s,46533
45065,a,3771
45065,g,2379
45065,o,2590
45065,p,420
45065,s,1075
45067,a,12990
45067,g,4787
45067,o,7339
45067,p,2296
45067,s,5865
45069,a,13159
45069,g,3760
45069,o,5868
45069,p,1677
45069,s,4725
45071,a,15334
45071,g,5877
45071,o,7666
45071,p,2427
45071,s,6109
45073,a,28134
45073,g,13758
45073,o,16310
45073,p,4159
45073,s,11468
45075,a,38976
45075,g,13490
45075,o,18546
45075,p,6280
45075,s,15463
45077,a,57969
45077,g,15636
45077,o,21056
45077,p,6547
45077,s,17975
45079,a,191035
45079,g,36855
45079,o,64868
45079,p,24517
45079,s,62970
45081,a,8009
45081,g,3128
45081,o,3928
45081,p,1411
45081,s,3201
45083,a,122077
45083,g,37447
45083,o,54092
45083,p,19237
45083,s,50482
45085,a,46347
45085,g,13685
45085,o,19475
45085,p,7964
45085,s,19533
45087,a,11386
45087,g,4706
45087,o,6311
45087,p,1706
45087,s,4991
45089,a,13698
45089,g,5006
45089,o,7665
45089,p,2104
45089,s,6149
45091,a,99616
45091,g,24772
45091,o,41660
45091,p,15558
45091,s,42010
46003,a,891
46003,g,549
46003,o,550
46003,p,189
46003,s,533
46005,a,6499
46005,g,3023
46005,o,3570
46005,p,1259
46005,s,2937
46007,a,1335
46007,g,372
46007,o,536
46007,p,344
46007,s,810
46009,a,2925
46009,g,1347
46009,o,1416
46009,p,352
46009,s,1009
46011,a,18057
46011,g,3184
46011,o,4464
46011,p,1880
46011,s,4144
46013,a,14944
46013,g,5855
46013,o,6974
46013,p,2465
46013,s,5943
46015,a,1826
46015,g,896
46015,o,1066
46015,p,381
46015,s,1015
46017,a,748
46017,g,131
46017,o,261
46017,p,217
46017,s,501
46019,a,3703
46019,g,1560
46019,o,2214
46019,p,742
46019,s,1770
46021,a,459
46021,g,370
46021,o,344
46021,p,57
46021,s,224
46023,a,3095
46023,g,1612
46023,o,1677
46023,p,794
46023,s,1901
46025,a,1201
46025,g,804
46025,o,818
46025,p,228
46025,s,637
46027,a,8127
46027,g,1443
46027,o,1891
46027,p,724
46027,s,1661
46029,a,11279
46029,g,4004
46029,o,5112
46029,p,2032
46029,s,4710
46031,a,1597
46031,g,438
46031,o,610
46031,p,379
46031,s,959
46033,a,2406
46033,g,1693
46033,o,2358
46033,p,390
46033,s,1248
46035,a,7996
46035,g,3254
46035,o,3621
46035,p,1340
46035,s,3166
46037,a,1806
46037,g,1282
46037,o,1335
46037,p,333
46037,s,897
46039,a,1577
46039,g,848
46039,o,920
46039,p,272
46039,s,762
46041,a,2208
46041,g,527
46041,o,757
46041,p,492
46041,s,1268
46043,a,891
46043,g,715
46043,o,701
46043,p,171
46043,s,539
46045,a,1350
46045,g,879
46045,o,842
46045,p,235
46045,s,732
46047,a,2129
46047,g,1643
46047,o,1961
46047,p,322
46047,s,1001
46049,a,764
46049,g,565
46049,o,478
46049,p,136
46049,s,406
46051,a,2631
46051,g,1382
46051,o,1651
46051,p,418
46051,s,1287
46053,a,1327
46053,g,1024
46053,o,983
46053,p,237
46053,s,689
46055,a,594
46055,g,425
46055,o,477
46055,p,125
46055,s,332
46057,a,2068
46057,g,1020
46057,o,1010
46057,p,532
46057,s,1213
46059,a,1116
46059,g,862
46059,o,700
46059,p,178
46059,s,543
46061,a,1212
46061,g,463
46061,o,587
46061,p,312
46061,s,771
46063,a,463
46063,g,183
46063,o,317
46063,p,66
46063,s,234
46065,a,6916
46065,g,2287
46065,o,3659
46065,p,1144
46065,s,2861
46067,a,2320
46067,g,1857
46067,o,1426
46067,p,414
46067,s,1308
46069,a,459
46069,g,332
46069,o,308
46069,p,67
46069,s,254
46071,a,1096
46071,g,411
46071,o,504
46071,p,302
46071,s,669
46073,a,615
46073,g,511
46073,o,470
46073,p,131
46073,s,292
46075,a,335
46075,g,214
46075,o,220
46075,p,60
46075,s,161
46077,a,1781
46077,g,1124
46077,o,1137
46077,p,291
46077,s,813
46079,a,4543
46079,g,1854
46079,o,2268
46079,p,636
46079,s,1783
46081,a,9964
46081,g,3921
46081,o,5196
46081,p,1320
46081,s,3380
46083,a,19767
46083,g,3864
46083,o,6877
46083,p,4340
46083,s,8674
46085,a,1382
46085,g,542
46085,o,664
46085,p,281
46085,s,854
46087,a,1962
46087,g,1066
46087,o,1133
46087,p,382
46087,s,1049
46089,a,678
46089,g,731
46089,o,513
46089,p,132
46089,s,415
46091,a,1685
46091,g,863
46091,o,1002
46091,p,284
46091,s,774
46093,a,10792
46093,g,3009
46093,o,5156
46093,p,1981
46093,s,4376
46095,a,699
46095,g,272
46095,o,367
46095,p,212
46095,s,491
46097,a,781
46097,g,537
46097,o,508
46097,p,171
46097,s,410
46099,a,77939
46099,g,18679
46099,o,29787
46099,p,12674
46099,s,29403
46101,a,2468
46101,g,965
46101,o,1372
46101,p,469
46101,s,1175
46103,a,42205
46103,g,13286
46103,o,19545
46103,p,7383
46103,s,17426
46105,a,889
46105,g,672
46105,o,727
46105,p,162
46105,s,493
46107,a,705
46107,g,619
46107,o,531
46107,p,103
46107,s,325
46109,a,3474
46109,g,1717
46109,o,1981
46109,p,814
46109,s,2027
46111,a,787
46111,g,485
46111,o,572
46111,p,119
46111,s,404
46113,a,5750
46113,g,788
46113,o,1531
46113,p,1573
46113,s,3783
46115,a,2106
46115,g,1306
46115,o,1397
46115,p,394
46115,s,1232
46117,a,1136
46117,g,434
46117,o,646
46117,p,163
46117,s,527
46119,a,483
46119,g,245
46119,o,335
46119,p,66
46119,s,238
46121,a,3815
46121,g,583
46121,o,1209
46121,p,1235
46121,s,2679
46123,a,1938
46123,g,1167
46123,o,1191
46123,p,376
46123,s,964
46125,a,2947
46125,g,1584
46125,o,1801
46125,p,524
46125,s,1461
46127,a,5468
46127,g,1983
46127,o,3008
46127,p,932
46127,s,2736
46129,a,1772
46129,g,1266
46129,o,1176
46129,p,329
46129,s,828
46135,a,9209
46135,g,3627
46135,o,4536
46135,p,1316
46135,s,3643
46137,a,1114
46137,g,189
46137,o,362
46137,p,333
46137,s,739
47001,a,29493
47001,g,12850
47001,o,16117
47001,p,4383
47001,s,12188
47003,a,19169
47003,g,5696
47003,o,7929
47003,p,3457
47003,s,8594
47005,a,6030
47005,g,3220
47005,o,3795
47005,p,828
47005,s,2551
47007,a,5349
47007,g,1937
47007,o,2820
47007,p,660
47007,s,2158
47009,a,50188
47009,g,19311
47009,o,25649
47009,p,6921
47009,s,20620
47011,a,43210
47011,g,13730
47011,o,18615
47011,p,6007
47011,s,16798
47013,a,16403
47013,g,6913
47013,o,8504
47013,p,2333
47013,s,6637
47015,a,5708
47015,g,2178
47015,o,2780
47015,p,809
47015,s,2348
47017,a,11341
47017,g,5051
47017,o,5807
47017,p,1628
47017,s,4647
47019,a,24088
47019,g,9693
47019,o,12208
47019,p,3054
47019,s,8596
47021,a,17217
47021,g,4160
47021,o,7984
47021,p,2462
47021,s,7347
47023,a,7487
47023,g,2467
47023,o,2976
47023,p,947
47023,s,2987
47025,a,13343
47025,g,5045
47025,o,6894
47025,p,1658
47025,s,5116
47027,a,2945
47027,g,1551
47027,o,1709
47027,p,471
47027,s,1154
47029,a,14179
47029,g,5837
47029,o,8010
47029,p,2066
47029,s,5719
47031,a,21313
47031,g,8201
47031,o,10259
47031,p,3564
47031,s,9476
47033,a,5890
47033,g,2387
47033,o,2727
47033,p,972
47033,s,2597
47035,a,18629
47035,g,14175
47035,o,12147
47035,p,2828
47035,s,7893
47037,a,314089
47037,g,64823
47037,o,106952
47037,p,43878
47037,s,91266
47039,a,4312
47039,g,2404
47039,o,2521
47039,p,648
47039,s,1894
47041,a,7643
47041,g,2922
47041,o,3870
47041,p,1176
47041,s,3109
47043,a,20924
47043,g,6380
47043,o,9603
47043,p,3351
47043,s,9122
47045,a,15612
47045,g,5427
47045,o,7598
47045,p,2478
47045,s,7139
47047,a,15055
47047,g,5510
47047,o,8732
47047,p,2589
47047,s,6500
47049,a,6895
47049,g,2977
47049,o,3926
47049,p,1010
47049,s,3167
47051,a,16544
47051,g,7002
47051,o,8509
47051,p,2205
47051,s,6881
47053,a,19496
47053,g,8122
47053,o,9561
47053,p,3250
47053,s,9146
47055,a,11865
47055,g,4806
47055,o,6324
47055,p,1753
47055,s,4947
47057,a,9074
47057,g,3528
47057,o,4910
47057,p,1327
47057,s,3674
47059,a,27609
47059,g,11734
47059,o,14768
47059,p,3691
47059,s,10942
47061,a,5267
47061,g,2419
47061,o,2889
47061,p,812
47061,s,2390
47063,a,25826
47063,g,9734
47063,o,12100
47063,p,4083
47063,s,10587
47065,a,144196
47065,g,48458
47065,o,67974
47065,p,20155
47065,s,51876
47067,a,2634
47067,g,1135
47067,o,1516
47067,p,395
47067,s,1088
47069,a,12438
47069,g,3811
47069,o,5453
47069,p,1508
47069,s,4402
47071,a,9888
47071,g,4745
47071,o,5685
47071,p,1409
47071,s,4318
47073,a,22697
47073,g,9163
47073,o,12250
47073,p,3182
47073,s,9564
47075,a,7436
47075,g,2598
47075,o,3952
47075,p,1253
47075,s,3621
47077,a,11543
47077,g,4068
47077,o,5482
47077,p,1765
47077,s,4890
47079,a,11881
47079,g,6258
47079,o,7017
47079,p,1952
47079,s,5126
47081,a,10569
47081,g,3350
47081,o,5017
47081,p,1376
47081,s,4285
47083,a,3151
47083,g,1493
47083,o,1726
47083,p,476
47083,s,1529
47085,a,7063
47085,g,3186
47085,o,3893
47085,p,1046
47085,s,3289
47087,a,4409
47087,g,2025
47087,o,2751
47087,p,560
47087,s,1794
47089,a,21316
47089,g,8089
47089,o,10421
47089,p,3049
47089,s,8413
47091,a,7732
47091,g,3160
47091,o,3936
47091,p,919
47091,s,2456
47093,a,198488
47093,g,55632
47093,o,81215
47093,p,26016
47093,s,68124
47095,a,3953
47095,g,1083
47095,o,1521
47095,p,311
47095,s,936
47097,a,12720
47097,g,3376
47097,o,4922
47097,p,1832
47097,s,5010
47099,a,16453
47099,g,6618
47099,o,7903
47099,p,2795
47099,s,7718
47101,a,4674
47101,g,1910
47101,o,2600
47101,p,719
47101,s,2175
47103,a,12984
47103,g,5482
47103,o,6946
47103,p,2137
47103,s,5589
47105,a,17017
47105,g,10075
47105,o,11003
47105,p,2582
47105,s,7263
47107,a,20903
47107,g,8613
47107,o,10849
47107,p,3016
47107,s,8951
47109,a,9989
47109,g,4415
47109,o,5415
47109,p,1551
47109,s,4570
47111,a,9224
47111,g,3046
47111,o,4245
47111,p,1505
47111,s,4090
47113,a,42642
47113,g,12606
47113,o,18735
47113,p,6642
47113,s,17102
47115,a,11235
47115,g,4398
47115,o,6391
47115,p,1564
47115,s,4555
47117,a,12747
47117,g,3916
47117,o,6204
47117,p,1954
47117,s,5582
47119,a,34018
47119,g,10278
47119,o,16772
47119,p,5752
47119,s,13865
47121,a,4632
47121,g,1831
47121,o,2724
47121,p,610
47121,s,1956
47123,a,17422
47123,g,7121
47123,o,9615
47123,p,2680
47123,s,7503
47125,a,83818
47125,g,13551
47125,o,24016
47125,p,15136
47125,s,32345
47127,a,2354
47127,g,1113
47127,o,1416
47127,p,317
47127,s,1134
47129,a,9833
47129,g,2952
47129,o,4409
47129,p,1132
47129,s,3506
47131,a,12534
47131,g,5295
47131,o,6684
47131,p,1727
47131,s,5551
47133,a,8509
47133,g,3666
47133,o,4692
47133,p,1331
47133,s,3790
47135,a,2904
47135,g,1438
47135,o,1771
47135,p,462
47135,s,1276
47137,a,1809
47137,g,1120
47137,o,1175
47137,p,245
47137,s,752
47139,a,6564
47139,g,2795
47139,o,3616
47139,p,917
47139,s,2838
47141,a,32988
47141,g,10314
47141,o,12806
47141,p,4333
47141,s,11138
47143,a,12895
47143,g,4906
47143,o,6434
47143,p,2060
47143,s,5422
47145,a,20331
47145,g,9949
47145,o,12650
47145,p,2761
47145,s,8676
47147,a,28504
47147,g,7633
47147,o,12564
47147,p,4730
47147,s,12360
47149,a,130216
47149,g,20965
47149,o,39893
47149,p,19308
47149,s,48696
47151,a,9312
47151,g,2974
47151,o,4274
47151,p,1502
47151,s,4133
47153,a,5701
47153,g,2146
47153,o,2901
47153,p,870
47153,s,2519
47155,a,37060
47155,g,13526
47155,o,18807
47155,p,5280
47155,s,14423
47157,a,414872
47157,g,94073
47157,o,167996
47157,p,66181
47157,s,179419
47159,a,8065
47159,g,2569
47159,o,3911
47159,p,1218
47159,s,3456
47161,a,5108
47161,g,2181
47161,o,2907
47161,p,705
47161,s,2352
47163,a,61588
47163,g,28652
47163,o,33951
47163,p,8229
47163,s,24241
47165,a,67877
47165,g,19734
47165,o,30954
47165,p,10389
47165,s,29865
47167,a,26359
47167,g,6621
47167,o,11194
47167,p,4098
47167,s,12594
47169,a,3275
47169,g,1059
47169,o,1610
47169,p,493
47169,s,1444
47171,a,6905
47171,g,3573
47171,o,4175
47171,p,973
47171,s,2741
47173,a,8035
47173,g,2600
47173,o,3968
47173,p,1276
47173,s,3346
47175,a,2061
47175,g,919
47175,o,1381
47175,p,279
47175,s,900
47177,a,16338
47177,g,5928
47177,o,7753
47177,p,2630
47177,s,7060
47179,a,54462
47179,g,18299
47179,o,24153
47179,p,6634
47179,s,18144
47181,a,7617
47181,g,2655
47181,o,3422
47181,p,824
47181,s,2530
47183,a,16037
47183,g,5210
47183,o,6477
47183,p,1869
47183,s,5139
47185,a,10135
47185,g,4390
47185,o,5394
47185,p,1512
47185,s,4358
47187,a,74256
47187,g,17078
47187,o,35965
47187,p,12517
47187,s,40516
47189,a,48021
47189,g,13331
47189,o,22753
47189,p,7281
47189,s,20964
48001,a,28493
48001,g,7294
48001,o,11032
48001,p,3225
48001,s,8366
48003,a,6178
48003,g,1643
48003,o,2490
48003,p,1207
48003,s,3083
48005,a,35585
48005,g,11643
48005,o,15638
48005,p,6511
48005,s,16652
48007,a,7582
48007,g,5470
48007,o,5631
48007,p,1253
48007,s,3355
48009,a,3434
48009,g,1434
48009,o,1954
48009,p,495
48009,s,1706
48011,a,632
48011,g,389
48011,o,449
48011,p,115
48011,s,326
48013,a,17722
48013,g,5608
48013,o,8347
48013,p,3393
48013,s,9553
48015,a,10687
48015,g,4365
48015,o,6026
48015,p,1874
48015,s,5302
48017,a,2791
48017,g,1009
48017,o,1146
48017,p,642
48017,s,1462
48019,a,6754
48019,g,4032
48019,o,5517
48019,p,929
48019,s,3133
48021,a,30750
48021,g,8283
48021,o,15248
48021,p,5063
48021,s,14243
48023,a,1224
48023,g,928
48023,o,816
48023,p,208
48023,s,550
48025,a,16147
48025,g,3416
48025,o,5353
48025,p,1937
48025,s,5011
48027,a,145904
48027,g,26414
48027,o,43019
48027,p,27378
48027,s,58335
48029,a,781845
48029,g,172306
48029,o,273118
48029,p,129476
48029,s,328883
48031,a,3574
48031,g,1851
48031,o,2620
48031,p,555
48031,s,1715
48033,a,223
48033,g,123
48033,o,136
48033,p,26
48033,s,110
48035,a,6182
48035,g,3782
48035,o,4010
48035,p,996
48035,s,3034
48037,a,39367
48037,g,12933
48037,o,17396
48037,p,6013
48037,s,16522
48039,a,139744
48039,g,29071
48039,o,54214
48039,p,24603
48039,s,61604
48041,a,116645
48041,g,13686
48041,o,22002
48041,p,12511
48041,s,26590
48043,a,3719
48043,g,1498
48043,o,2064
48043,p,513
48043,s,1260
48045,a,570
48045,g,353
48045,o,344
48045,p,110
48045,s,257
48047,a,2632
48047,g,1220
48047,o,1377
48047,p,659
48047,s,1409
48049,a,14864
48049,g,6493
48049,o,7552
48049,p,2371
48049,s,6721
48051,a,6258
48051,g,2966
48051,o,3765
48051,p,1091
48051,s,2996
48053,a,15546
48053,g,7863
48053,o,9223
48053,p,2556
48053,s,7423
48055,a,16647
48055,g,4501
48055,o,6752
48055,p,2635
48055,s,7294
48057,a,8273
48057,g,3188
48057,o,4122
48057,p,1540
48057,s,4265
48059,a,4930
48059,g,2424
48059,o,2907
48059,p,783
48059,s,2504
48061,a,165124
48061,g,43985
48061,o,58259
48061,p,36416
48061,s,96519
48063,a,4653
48063,g,2013
48063,o,2424
48063,p,851
48063,s,2423
48065,a,2213
48065,g,1069
48065,o,1330
48065,p,374
48065,s,1234
48067,a,11065
48067,g,5727
48067,o,6461
48067,p,1756
48067,s,5288
48069,a,2971
48069,g,1091
48069,o,1359
48069,p,667
48069,s,1768
48071,a,14619
48071,g,3183
48071,o,6495
48071,p,2433
48071,s,7500
48073,a,20134
48073,g,7540
48073,o,9670
48073,p,3652
48073,s,9451
48075,a,3314
48075,g,1063
48075,o,1117
48075,p,414
48075,s,1122
48077,a,3980
48077,g,1873
48077,o,2508
48077,p,623
48077,s,1848
48079,a,1178
48079,g,464
48079,o,544
48079,p,231
48079,s,669
48081,a,1074
48081,g,834
48081,o,721
48081,p,159
48081,s,522
48083,a,2947
48083,g,1913
48083,o,2040
48083,p,506
48083,s,1461
48085,a,364506
48085,g,57064
48085,o,123897
48085,p,58830
48085,s,161494
48087,a,1070
48087,g,548
48087,o,561
48087,p,259
48087,s,604
48089,a,7374
48089,g,4060
48089,o,4395
48089,p,1324
48089,s,3631
48091,a,40502
48091,g,16237
48091,o,24067
48091,p,6199
48091,s,19345
48093,a,4889
48093,g,2913
48093,o,2712
48093,p,932
48093,s,2466
48095,a,2161
48095,g,560
48095,o,752
48095,p,163
48095,s,440
48097,a,14700
48097,g,6023
48097,o,7748
48097,p,2761
48097,s,7181
48099,a,38780
48099,g,5542
48099,o,9637
48099,p,6537
48099,s,14177
48101,a,489
48101,g,360
48101,o,296
48101,p,80
48101,s,284
48103,a,1808
48103,g,489
48103,o,758
48103,p,325
48103,s,953
48105,a,1426
48105,g,522
48105,o,745
48105,p,305
48105,s,742
48107,a,2060
48107,g,1062
48107,o,1136
48107,p,510
48107,s,1289
48109,a,929
48109,g,346
48109,o,488
48109,p,159
48109,s,462
48111,a,2865
48111,g,642
48111,o,1076
48111,p,633
48111,s,1355
48113,a,1126324
48113,g,203874
48113,o,366789
48113,p,193193
48113,s,456198
48115,a,6326
48115,g,1950
48115,o,2110
48115,p,993
48115,s,2362
48117,a,7750
48117,g,2198
48117,o,2979
48117,p,1831
48117,s,4326
48119,a,1795
48119,g,1012
48119,o,1156
48119,p,319
48119,s,898
48121,a,326509
48121,g,43674
48121,o,99771
48121,p,49986
48121,s,129762
48123,a,7747
48123,g,3644
48123,o,4156
48123,p,1195
48123,s,3306
48125,a,1011
48125,g,463
48125,o,492
48125,p,128
48125,s,329
48127,a,3670
48127,g,1422
48127,o,1777
48127,p,820
48127,s,2159
48129,a,1380
48129,g,776
48129,o,738
48129,p,187
48129,s,589
48131,a,4825
48131,g,1906
48131,o,2065
48131,p,850
48131,s,2271
48133,a,6803
48133,g,3651
48133,o,3863
48133,p,1122
48133,s,3058
48135,a,60573
48135,g,13843
48135,o,22450
48135,p,12331
48135,s,27733
48137,a,690
48137,g,417
48137,o,488
48137,p,106
48137,s,311
48139,a,63399
48139,g,14515
48139,o,26571
48139,p,10943
48139,s,31964
48141,a,348104
48141,g,80538
48141,o,120548
48141,p,64736
48141,s,172833
48143,a,18437
48143,g,4735
48143,o,6115
48143,p,2373
48143,s,5934
48145,a,7512
48145,g,2870
48145,o,3400
48145,p,1069
48145,s,2911
48147,a,13861
48147,g,5701
48147,o,6774
48147,p,2065
48147,s,5464
48149,a,8335
48149,g,5275
48149,o,5402
48149,p,1421
48149,s,4037
48151,a,1394
48151,g,897
48151,o,835
48151,p,204
48151,s,684
48153,a,2321
48153,g,1138
48153,o,1087
48153,p,554
48153,s,1408
48155,a,449
48155,g,309
48155,o,272
48155,p,58
48155,s,233
48157,a,253351
48157,g,40703
48157,o,105068
48157,p,43083
48157,s,126925
48159,a,3929
48159,g,1949
48159,o,2118
48159,p,718
48159,s,1887
48161,a,7873
48161,g,3243
48161,o,4002
48161,p,1214
48161,s,3411
48163,a,8184
48163,g,1904
48163,o,2731
48163,p,1205
48163,s,3096
48165,a,7194
48165,g,1588
48165,o,2413
48165,p,1844
48165,s,4124
48167,a,124754
48167,g,32204
48167,o,56981
48167,p,19891
48167,s,53598
48169,a,3306
48169,g,723
48169,o,1029
48169,p,359
48169,s,951
48171,a,7597
48171,g,6424
48171,o,5617
48171,p,1236
48171,s,3734
48173,a,442
48173,g,141
48173,o,270
48173,p,92
48173,s,279
48175,a,2425
48175,g,1367
48175,o,1714
48175,p,408
48175,s,1243
48177,a,7583
48177,g,3030
48177,o,3686
48177,p,1533
48177,s,3796
48179,a,9284
48179,g,3651
48179,o,4103
48179,p,1688
48179,s,3993
48181,a,48723
48181,g,18469
48181,o,23931
48181,p,7885
48181,s,21061
48183,a,52361
48183,g,16319
48183,o,21458
48183,p,9227
48183,s,21873
48185,a,11219
48185,g,3636
48185,o,5555
48185,p,1591
48185,s,4421
48187,a,54933
48187,g,14763
48187,o,22866
48187,p,9083
48187,s,26620
48189,a,15591
48189,g,4454
48189,o,5534
48189,p,2995
48189,s,7352
48191,a,1048
48191,g,747
48191,o,653
48191,p,234
48191,s,661
48193,a,2904
48193,g,2056
48193,o,1742
48193,p,445
48193,s,1380
48195,a,2183
48195,g,761
48195,o,915
48195,p,437
48195,s,1260
48197,a,1383
48197,g,801
48197,o,891
48197,p,278
48197,s,733
48199,a,22193
48199,g,7263
48199,o,10623
48199,p,3713
48199,s,10436
48201,a,1925536
48201,g,324446
48201,o,649822
48201,p,335794
48201,s,799268
48203,a,26882
48203,g,8596
48203,o,12881
48203,p,4613
48203,s,12213
48205,a,2855
48205,g,758
48205,o,1064
48205,p,333
48205,s,960
48207,a,2169
48207,g,1285
48207,o,1177
48207,p,323
48207,s,908
48209,a,78444
48209,g,12776
48209,o,24656
48209,p,10468
48209,s,27275
48211,a,1532
48211,g,497
48211,o,682
48211,p,342
48211,s,749
48213,a,29171
48213,g,14814
48213,o,16301
48213,p,4767
48213,s,13178
48215,a,328980
48215,g,70639
48215,o,94504
48215,p,74939
48215,s,188406
48217,a,13118
48217,g,6358
48217,o,6930
48217,p,2342
48217,s,6257
48219,a,9832
48219,g,2888
48219,o,4093
48219,p,1736
48219,s,4537
48221,a,17810
48221,g,10519
48221,o,11582
48221,p,2961
48221,s,7969
48223,a,13914
48223,g,5378
48223,o,6689
48223,p,2453
48223,s,6485
48225,a,9272
48225,g,4493
48225,o,4989
48225,p,1386
48225,s,3520
48227,a,15446
48227,g,4611
48227,o,6967
48227,p,2275
48227,s,5583
48229,a,1273
48229,g,476
48229,o,622
48229,p,251
48229,s,801
48231,a,35956
48231,g,11709
48231,o,16191
48231,p,5757
48231,s,15648
48233,a,8682
48233,g,3274
48233,o,4431
48233,p,1588
48233,s,4209
48235,a,570
48235,g,273
48235,o,356
48235,p,65
48235,s,323
48237,a,3987
48237,g,1323
48237,o,1728
48237,p,520
48237,s,1499
48239,a,5422
48239,g,2332
48239,o,2766
48239,p,1045
48239,s,2524
48241,a,13517
48241,g,5867
48241,o,7200
48241,p,2439
48241,s,6308
48243,a,658
48243,g,515
48243,o,651
48243,p,99
48243,s,403
48245,a,112390
48245,g,31932
48245,o,46433
48245,p,17213
48245,s,43364
48247,a,2008
48247,g,800
48247,o,936
48247,p,451
48247,s,1065
48249,a,16291
48249,g,5202
48249,o,7304
48249,p,3401
48249,s,8435
48251,a,64700
48251,g,16907
48251,o,27774
48251,p,11014
48251,s,30188
48253,a,9894
48253,g,2719
48253,o,3644
48253,p,998
48253,s,2838
48255,a,7176
48255,g,2052
48255,o,2611
48255,p,851
48255,s,2115
48257,a,43830
48257,g,10403
48257,o,18130
48257,p,7672
48257,s,21674
48259,a,11808
48259,g,5322
48259,o,7559
48259,p,1772
48259,s,6194
48261,a,165
48261,g,55
48261,o,86
48261,p,27
48261,s,70
48263,a,236
48263,g,199
48263,o,175
48263,p,35
48263,s,148
48265,a,16646
48265,g,12188
48265,o,10607
48265,p,2586
48265,s,7400
48267,a,1454
48267,g,1014
48267,o,1181
48267,p,250
48267,s,724
48269,a,103
48269,g,37
48269,o,67
48269,p,12
48269,s,60
48271,a,1219
48271,g,872
48271,o,715
48271,p,210
48271,s,552
48273,a,15420
48273,g,3668
48273,o,4825
48273,p,2420
48273,s,5543
48275,a,1305
48275,g,796
48275,o,632
48275,p,261
48275,s,653
48277,a,19705
48277,g,8156
48277,o,9544
48277,p,3260
48277,s,8935
48279,a,5035
48279,g,2233
48279,o,2434
48279,p,1155
48279,s,2934
48281,a,7647
48281,g,3071
48281,o,4025
48281,p,1301
48281,s,3608
48283,a,3374
48283,g,833
48283,o,1042
48283,p,426
48283,s,1096
48285,a,6529
48285,g,4048
48285,o,4178
48285,p,1264
48285,s,3207
48287,a,6314
48287,g,2654
48287,o,3330
48287,p,1064
48287,s,3203
48289,a,5896
48289,g,3560
48289,o,3672
48289,p,1037
48289,s,2697
48291,a,33077
48291,g,8323
48291,o,14259
48291,p,5251
48291,s,14131
48293,a,9434
48293,g,3743
48293,o,4564
48293,p,1520
48293,s,3912
48295,a,1301
48295,g,487
48295,o,601
48295,p,261
48295,s,676
48297,a,4485
48297,g,2174
48297,o,2425
48297,p,552
48297,s,1774
48299,a,5226
48299,g,5841
48299,o,5063
48299,p,829
48299,s,2216
48301,a,27
48301,g,12
48301,o,29
48301,p,3
48301,s,6
48303,a,134180
48303,g,30229
48303,o,43419
48303,p,19746
48303,s,46678
48305,a,2255
48305,g,948
48305,o,1093
48305,p,413
48305,s,1218
48307,a,2862
48307,g,1625
48307,o,1842
48307,p,555
48307,s,1481
48309,a,105024
48309,g,28822
48309,o,39091
48309,p,16411
48309,s,42331
48311,a,244
48311,g,167
48311,o,167
48311,p,26
48311,s,95
48313,a,6421
48313,g,1903
48313,o,2170
48313,p,819
48313,s,2170
48315,a,3636
48315,g,2282
48315,o,2709
48315,p,595
48315,s,1447
48317,a,1828
48317,g,580
48317,o,848
48317,p,396
48317,s,1058
48319,a,1184
48319,g,959
48319,o,1001
48319,p,184
48319,s,654
48321,a,14297
48321,g,5178
48321,o,7438
48321,p,2619
48321,s,7047
48323,a,21653
48323,g,5668
48323,o,7982
48323,p,4719
48323,s,13412
48325,a,18644
48325,g,6077
48325,o,8983
48325,p,3006
48325,s,8895
48327,a,674
48327,g,575
48327,o,532
48327,p,135
48327,s,311
48329,a,59285
48329,g,15002
48329,o,24371
48329,p,10964
48329,s,26616
48331,a,9023
48331,g,4290
48331,o,4956
48331,p,1786
48331,s,4809
48333,a,1557
48333,g,1132
48333,o,1017
48333,p,291
48333,s,880
48335,a,4759
48335,g,1230
48335,o,1599
48335,p,485
48335,s,1326
48337,a,7166
48337,g,3878
48337,o,4150
48337,p,1268
48337,s,3306
48339,a,193079
48339,g,45237
48339,o,83434
48339,p,33343
48339,s,90743
48341,a,9218
48341,g,2075
48341,o,3312
48341,p,2085
48341,s,4885
48343,a,4769
48343,g,2476
48343,o,2692
48343,p,825
48343,s,2192
48345,a,372
48345,g,314
48345,o,256
48345,p,66
48345,s,192
48347,a,31076
48347,g,7552
48347,o,10418
48347,p,4452
48347,s,10514
48349,a,18902
48349,g,6776
48349,o,8844
48349,p,3543
48349,s,9519
48351,a,5787
48351,g,2311
48351,o,3040
48351,p,797
48351,s,2511
48353,a,5840
48353,g,2514
48353,o,2899
48353,p,1123
48353,s,2752
48355,a,147105
48355,g,40089
48355,o,62792
48355,p,24269
48355,s,63965
48357,a,4310
48357,g,1056
48357,o,1587
